5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
9,1,5,0,0,0,0,6,1,5,0,0,0,0,0,0,0,6,1,5,0,0,0,6,1,9,1,1,1,1,1,9,1,5,0,0,0,6,1,9,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,9,
9,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,1,9,1,9,8,8,8,9,1,9,1,9,1,9,1,9,1,9,8,8,8,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,1,1,1,1,1,9,1,9,
9,1,9,1,5,0,0,6,1,9,1,9,1,9,1,9,1,9,1,4,0,0,0,3,1,9,1,9,1,9,1,9,1,4,0,0,0,3,1,9,1,9,1,9,1,9,1,4,0,0,0,1,5,0,0,6,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,1,1,1,9,1,9,1,9,1,9,1,1,1,1,1,1,1,9,1,9,1,9,1,9,1,1,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,4,0,0,3,1,9,1,9,1,9,1,9,1,9,1,5,0,0,0,6,1,9,1,9,1,9,1,9,1,5,0,0,0,6,1,9,1,9,1,9,1,9,1,5,0,0,0,1,4,0,0,3,1,9,1,9,
9,1,9,1,1,1,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,1,1,1,1,1,9,1,9,
9,1,9,1,1,1,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,1,1,1,1,1,9,1,9,
9,1,9,1,5,0,0,6,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,5,0,0,6,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,9,8,8,9,1,1,1,1,5,0,0,0,6,1,1,1,1,1,1,1,1,1,5,0,0,0,6,1,1,1,1,1,1,1,1,1,5,0,0,0,6,1,1,1,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,4,0,0,3,1,1,1,5,3,8,8,8,4,6,1,1,1,1,1,1,1,5,3,8,8,8,4,6,1,1,1,1,1,1,1,5,3,8,8,8,4,6,1,1,1,1,1,1,4,0,0,3,1,9,1,9,
9,1,1,1,1,1,1,1,1,1,5,3,8,8,8,8,8,4,6,1,1,1,1,1,5,3,8,8,8,8,8,4,6,1,1,1,1,1,5,3,8,8,8,8,8,4,6,1,1,1,1,1,1,1,1,1,1,1,1,9,
4,0,0,0,0,0,1,1,1,5,3,8,8,8,8,8,8,8,4,6,1,1,1,5,3,8,8,8,8,8,8,8,4,6,1,1,1,5,3,8,8,8,8,8,8,8,4,6,1,1,1,1,1,1,0,0,0,0,0,3,
1,1,1,1,1,1,1,1,5,3,8,8,8,8,8,8,8,8,8,4,6,1,5,3,8,8,8,8,8,8,8,8,8,4,6,1,5,3,8,8,8,8,8,8,8,8,8,4,6,1,1,1,1,1,1,1,1,1,1,1,
5,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,6,
9,1,5,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,6,1,9,
9,1,9,8,8,8,9,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,9,8,8,8,9,1,9,
9,1,9,8,8,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,8,8,9,1,9,
9,1,4,0,0,0,3,1,1,1,1,1,1,4,0,3,1,1,1,1,1,1,1,1,1,1,1,4,0,3,1,1,1,1,1,1,1,1,1,1,1,4,0,3,1,1,1,1,1,1,1,1,1,4,0,0,0,3,1,9,
9,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,9,
9,1,1,1,1,1,1,1,4,6,8,8,8,8,8,8,8,8,8,5,3,1,4,6,8,8,8,8,8,8,8,8,8,5,3,1,4,6,8,8,8,8,8,8,8,8,8,5,3,1,1,1,1,1,1,1,1,1,1,9,
9,1,1,1,1,1,1,1,1,4,6,8,8,8,8,8,8,8,5,3,1,1,1,4,6,8,8,8,8,8,8,8,5,3,1,1,1,4,6,8,8,8,8,8,8,8,5,3,1,1,1,1,1,1,1,1,1,1,1,9,
9,1,1,1,1,1,1,1,1,1,4,6,8,8,8,8,8,5,3,1,1,1,1,1,4,6,8,8,8,8,8,5,3,1,1,1,1,1,4,6,8,8,8,8,8,5,3,1,1,1,1,1,1,1,1,1,1,1,1,9,
9,1,9,1,5,0,0,6,1,1,1,4,6,8,8,8,5,3,1,1,1,1,1,1,1,4,6,8,8,8,5,3,1,1,1,1,1,1,1,4,6,8,8,8,5,3,1,1,1,1,1,1,5,0,0,6,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,1,4,0,0,0,3,1,1,9,1,1,1,9,1,1,4,0,0,0,3,1,1,9,1,1,1,9,1,1,4,0,0,0,3,1,1,9,1,1,1,1,9,8,8,9,1,9,1,9,
9,1,9,1,9,8,8,9,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,9,8,8,9,1,9,1,9,
4,0,7,0,7,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0,0,7,0,0,7,0,7,0,3,
